harakiri,3.950767923328054
12-angry-men,3.9155717466076876
come-and-see,3.861364619620077
seven-samurai,3.8689596587236235
high-and-low,3.8909312107168317
the-godfather-part-ii,3.8843626916545104
the-human-condition-iii-a-soldiers-prayer,3.909243884338231
the-shawshank-redemption,3.890944356376062
parasite-2019,3.8916327965457063
yi-yi,3.7397361524066683
city-of-god,3.8919422862808672
the-godfather,3.777251478187967
schindlers-list,3.7837652856749626
the-lord-of-the-rings-the-return-of-the-king,3.7527398793932223
the-human-condition-i-no-greater-love,3.797457508810319
ikiru,3.750437333209697
ran,3.7163547020368455
la-haine,3.742186717196419
a-brighter-summer-day,3.6846787254122426
the-good-the-bad-and-the-ugly,3.726865495302561
the-dark-knight,3.8116223452410924
le-trou,3.730645324406804
autumn-sonata,3.6975638701661397
cinema-paradiso,3.7445833353812827
goodfellas,3.781980005842186
neon-genesis-evangelion-the-end-of-evangelion,3.6752023935431524
grave-of-the-fireflies,3.7496744039332217
woman-in-the-dunes,3.6508015457786938
there-will-be-blood,3.6584396562970207
spirited-away,3.7849222195961514
paths-of-glory,3.6937755641852954
apocalypse-now,3.6128388632190602
andrei-rublev,3.571794095782769
tokyo-story,3.590851241363767
the-apartment,3.6673424553850196
sunset-boulevard,3.6812893089248795
the-human-condition-ii-road-to-eternity,3.70807573211749
the-passion-of-joan-of-arc,3.5512165268194433
spider-man-across-the-spider-verse,3.7595732080016937
portrait-of-a-lady-on-fire,3.6630606276781097
the-cranes-are-flying,3.659758918720448
whiplash-2014,3.7144365408236117
mishima-a-life-in-four-chapters,3.628982812373666
incendies,3.6676457177982806
fanny-and-alexander,3.53727703361543
close-up,3.6055246920966724
memories-of-murder,3.688078171344934
stalker,3.5310088275365943
the-battle-of-algiers,3.6179287518159584
its-a-wonderful-life,3.572777657929555
the-lord-of-the-rings-the-two-towers,3.6368424630487906
dune-part-two,3.6767786180385573
spider-man-into-the-spider-verse,3.7393474074503623
the-ascent,3.650026170601008
the-empire-strikes-back,3.6703413009487766
sansho-the-bailiff,3.597762229238787
interstellar,3.6866828201883006
the-handmaiden,3.659763165623901
persona,3.5698001783492455
the-red-shoes,3.629115230509763
do-the-right-thing,3.6342944121791976
a-woman-under-the-influence,3.5918673878660803
i-am-cuba,3.61494920068834
barry-lyndon,3.5479610133777024
in-the-mood-for-love,3.6327500195602958
perfect-blue,3.7060937995396808
once-upon-a-time-in-the-west,3.565712812493515
paris-texas,3.6029523203117075
the-pianist,3.6913466248266347
nights-of-cabiria,3.6085328334997993
oldboy,3.5773260607157584
nobody-knows,3.6396748605706093
princess-mononoke,3.6627753020906706
the-lord-of-the-rings-the-fellowship-of-the-ring,3.5851202717562396
its-such-a-beautiful-day,3.4632820476351185
lawrence-of-arabia,3.4834395445867106
love-exposure,3.430912522463019
sherlock-jr,3.575007294018318
eternity-and-a-day,3.5429550201180633
rear-window,3.6352475169289087
scenes-from-a-marriage,3.561590713765637
satantango,3.3574630396561496
witness-for-the-prosecution-1957,3.631533539217562
a-separation,3.559097575452168
red-beard,3.5731426062514555
life-is-beautiful,3.54241949453631
where-is-the-friends-house,3.5929897741816497
one-flew-over-the-cuckoos-nest,3.5953612006789903
the-thing,3.616881100754889
paper-moon,3.6321698239429043
all-about-eve,3.5745463437079588
landscape-in-the-mist,3.4841744105352217
im-still-here-2024,4.158617214411464
a-man-escaped,3.5426473372554526
army-of-shadows,3.5124938718655976
inglourious-basterds,3.614054366827722
ordet,3.459203962260338
an-elephant-sitting-still,3.4899192024564814
apur-sansar,3.6579571674162765
se7en,3.6618291417184925
howls-moving-castle,3.6891232053408887
three-colours-red,3.537540130327936
the-seventh-seal,3.515847633662555
city-lights,3.5005541245918206
the-wages-of-fear,3.5317327222686465
good-will-hunting,3.637555574273053
the-silence-of-the-lambs,3.633755970500749
farewell-my-concubine,3.5748857236699445
singin-in-the-rain,3.5405018661230407
wild-strawberries,3.5429143150571276
mirror,3.428184590337651
late-spring,3.524886064086199
how-to-make-millions-before-grandma-dies,3.6730103920783748
before-sunset,3.541048338918328
amadeus,3.5059007002878815
all-that-jazz,3.4963110862070352
still-walking,3.5697270585261442
no-country-for-old-men,3.5511732611320923
before-sunrise,3.5377217104596825
brief-encounter,3.516897159246006
z,3.512248473105138
the-great-dictator,3.504556443194416
to-be-or-not-to-be,3.537252467569842
psycho,3.5821448679684478
the-departed,3.5607734494306986
taste-of-cherry,3.483686852078358
the-young-girls-of-rochefort,3.497351584507874
monster-2023,3.6489474368757113
funeral-parade-of-roses,3.498696743832448
mommy-2014,3.4548436475798923
the-400-blows,3.5129292881601097
raise-the-red-lantern,3.5572066466445547
tampopo,3.587423972927248
dog-day-afternoon,3.591393189542803
pather-panchali,3.4979095741437374
central-station,4.0199992790508965
werckmeister-harmonies,3.3838446936558917
wings-of-desire,3.4624461276618743
m,3.4808533712466927
dr-strangelove-or-how-i-learned-to-stop-worrying-and-love-the-bomb,3.478327553522402
yojimbo,3.583713452475809
a-special-day,3.6228917447323297
rocco-and-his-brothers,3.4935515764331355
prisoners,3.6114517734969342
bicycle-thieves,3.50443799700375
das-boot,3.456469112360865
shoplifters,3.554956866556432
children-of-men,3.477232582906909
dead-poets-society,3.620568377929141
the-sacrifice,3.409667696411892
the-celebration,3.49613299181235
chinatown,3.4862353086837627
8-half,3.389814345167864
django-unchained,3.565096516239098
judgment-at-nuremberg,3.5299934657201977
perfect-days-2023,3.5506502529216175
chungking-express,3.538536506758737
the-treasure-of-the-sierra-madre,3.4927549622819014
the-father-2020,3.5486212510395605
